'Mayhaps there you shall find answers.' And before the poor little Murkle could shriek,	"""Возможно, там ты найдёшь ответы."" И прежде, чем бедная маленькая Мёркл успела пискнуть,"				
'Mister Mayor' gets this grand idea that we should	"""Господин Мэр"" приходит к этой грандиозной идее, что мы должны"				
'My city is grand and yet...'	"""Мой город величествен и всё же..."""				
'My daughter...'	"""Моя дочь..."""				
'Now, rest still...' the crone said	"""А теперь, лежи смирно..."" промолвила старуха"				
'On the wicked the flame shall rain fiery coals'	"""На нечестивых пламя прольёт огненные угли"""				
'Rule my city.'	"""Правь моим городом."""				
'Sit in my lap, share your soft fur, and I shall warm you for a spell...'	"""Садись ко мне на колени, поделись своим мягким мехом, и я согрею тебя на время..."""				
'So…' she sniffed. '...what do I do now?'	"""Итак..."" шмыгнула она носом. ""...что мне теперь делать?"""				
'Step into my abode', offered the dark, 'it will warm you'	"""Шагни в моё жилище"", предложила тьма, ""оно тебя согреет"""				
'The teeth are its most prominent feature.' declared the third.	"""Зубы — его самая выдающаяся черта."" заявил третий."				
'These are dark days, and your kind does not belong anymore.'	"""Настали тёмные времена, и твоему роду здесь больше не место."""				
'Though the sun has gone...'	"""Хоть солнце и исчезло..."""				
'What are you searching for, little limb tree?' they sounded in guttural unison.	"""Что ты ищешь, маленькое сучковатое дерево?"" прогудели они в хриплом унисоне."				
'What’s that, little Headlings? Are you saying YOU know who took the sun away?'	"""Что такое, маленькие Головлинги? ВЫ утверждаете, что знаете, кто забрал солнце?"""				
'When a sinkhole devours your fire…'	"""Когда воронка поглощает твой огонь..."""				
'Where is your crown?!'	"""Где твоя корона?!"""				
'Where is your crown?!'	"""Где твоя корона?!"""				
'Who took the sun away, Soulfisher? Surely it wasn’t caught by your hook?' After pondering for a good minute,	"""Кто забрал солнце, Ловец душ? Неужели оно не попалось на твой крючок?"" После минутного размышления,"				
'Who took the sun away?' it then asked the Murkle. Its voice sounded like a dark forest, deep and ancient.	"""Кто забрал солнце?"" спросила она у Мёркл. Её голос звучал как тёмный лес, глубокий и древний."				
'Winter was late…so now the sun must be late, too!'	"""Зима опоздала... так что теперь и солнце должно опоздать!"""				
'You were meant to rule!'	"""Ты была рождена править!"""				
'You were meant to rule!'	"""Ты была рождена править!"""				
"'and burning sulfur; a scorching wind shall be their lot...'"	"""и горящую серу; обжигающий ветер будет их уделом..."""				
'and the earth and its works burned up.'	"""и земля и все дела её сгорят."""				
'and then it’s just a matter of carving it out.'	"""и затем остаётся лишь освободить её."""				
'do not light a fire beneath her, but help her build one from within.’	"""не разжигай огонь под ним, но помоги ему разжечь его внутри."""				
'give it up'	"""сдайся"""				
'hungry Molgrim roaming the swamps. Perhaps it knows?'	"""голодном Молгриме, бродящему по болотам. Возможно, он знает?"""				
'if you surrender your wants...'	"""если ты откажешься от своих желаний..."""				
'in which the stars shall quietly pass away while...'	"""в котором звёзды тихо угаснут, пока..."""				
'is either gone, broken or dead.'	"""либо пропало, либо сломано, либо мертво."""				
'my refuge was the clay. And now the clay has'	"""моим убежищем была глина. А теперь глина"""				
'or dive in after it.'	"""или нырни следом за ним."""				
'played me false in a most grievous way...'	"""предала меня самым прискорбным образом..."""				
'the houses shall be destroyed with intense heat...'	"""дома будут уничтожены невыносимым жаром..."""				
(Abysmal coughing)	(Мучительный кашель)				
(After having saved the head from the swamp)<cf>This conversation is intended to be a cutscene and will show different vistas <cf>of the level as the head speaks.	(After having saved the head from the swamp)<cf>This conversation is intended to be a cutscene and will show different vistas <cf>of the level as the head speaks.				
(Anguished screaming)	(Страдальческий крик)				
(Anguished screaming)	(Страдальческий крик)				
(Battle sounds)	(Звуки битвы)				
(Belch) There ya go!	(Отрыжка) Вот так!				
(Belching)	(Отрыжка)				
(Belching)	(Отрыжка)				
(Belching)	(Отрыжка)				
(Cackles maniacally)	(Маниакально хохочет)				
(Cackles)	(Хохочет)				
(Cackles)	(Хохочет)				
(Chop!)	(Чвак!)				
(Chop!)	(Чвак!)				
(Chop!)	(Чвак!)				
(Chuckles dryly)	(Сухо усмехается)				
(Chuckles weakly) and it was always hungry...	(Слабо усмехается) и оно всегда было голодно...				
(Chuckles)	(Усмехается)				
(Chuckles)	(Усмехается)				
(Coughs)	(Кашляет)				
(Coughs) Now, iffen you don’t mind… a little spark.	(Кашляет) Ну, ежели не возражаешь... маленькую искру.				
(Deep breath)	(Глубокий вдох)				
(Door slams open)	(Дверь распахивается с грохотом)				
(Gasps) Girl, you startled me...!	(Ахает) Девочка, ты напугала меня...!				
(Gasps) It's beautiful...	(Ахает) Это прекрасно...				
(Gasps) The pictures...!	(Ахает) Картинки...!				
(Groaning)	(Стонет)				
(Groans) The door to the flame is opened.	(Стонет) Дверь к пламени открыта.				
(Growling)	(Рычит)				
(Growling)	(Рычит)				
(Growling)	(Рычит)				
(Growling)	(Рычит)				
(Growls)	(Рычит)				
(Growls)	(Рычит)				
(Grumbles)	(Ворчит)				
(Grumbles)	(Ворчит)				
(Grumbles)	(Ворчит)				
(Grumbles)	(Ворчит)				
(Grumbles) Get bent, limb tree.	(Ворчит) Прочь с дороги, деревяшка с конечностями.				
(Grumbles) Guards! Guards!	(Ворчит) Стража! Стража!				
(Grumbles) I’m so nervous to see my body again…	(Ворчит) Я так волнуюсь вновь увидеть своё тело...				
(Grumbles) No! No.	(Ворчит) Нет! Нет.				
(Grumbles) This is too much, simply...	(Ворчит) Это чересчур, просто...				
(Grumbles) Well, you can't!	(Ворчит) Что ж, ты не можешь!				
(Grumbles) What’re you lookin’ at?	(Ворчит) На что уставился?				
(Grumbles) Why walk when...	(Ворчит) Зачем ходить, когда...				
(Grumbles) You-you-you...	(Ворчит) Ты-ты-ты...				
(Grunts)	(Кряхтит)				
(Hissing)	(Шипит)				
(Hissing)	(Шипит)				
(Hissing)	(Шипит)				
(Humming a song)	(Напевает песню)				
(Humming)	(Напевает)				
(Humming)	(Напевает)				
(Humming)	(Напевает)				
(Humming)	(Напевает)				
(Humming)	(Напевает)				
(Humming)	(Напевает)				
(Humming)	(Напевает)				
(Hums)	(Напевает)				
(In loving memory of) Maja the Cat	(Светлой памяти) Кошки Майи				
(In loving memory of) Rasmus the Cat	(Светлой памяти) Кота Расмуса				
(Mad cackling	(Безумный хохот)				
(Mad cackling)	(Безумный хохот)				
(Mad cackling)	(Безумный хохот)				
(Mad cackling)	(Безумный хохот)				
(Marching sounds)	(Звуки марша)				
(Muttering) Come on...!	(Бормочет) Ну же...!				
(Mutters) Heads up...	(Бормочет) Выше голову...				
(Mutters) We don’t take kindly	(Бормочет) Мы не жалуем				
(Oh, I should've stayed in my headey-hole…)	(Ох, лучше бы я остался в своём головоубежище...)				
(Oh, I should've stayed in my headey-hole…)	(Ох, лучше бы я остался в своём головоубежище...)				
(Pants)	(Тяжело дышит)				
(Potboy noises)	(Звуки Горшочка)				
(Rabbling)	(Невнятный гомон)				
(Raspy breathing)	(Хриплое дыхание)				
(Scoffs) At least he has a reason for stickin’ around...!	(Фыркает) По крайней мере, у него есть причина здесь околачиваться...!				
(Screaming)	(Кричит)				
(Sighs) But I bet it had a grander adventure than I could ever imagine...	(Вздыхает) Но держу пари, у неё было приключение грандиознее, чем я могла себе представить...				
(Sighs) But I bet it had a grander adventure than I could ever imagine...	(Вздыхает) Но держу пари, у неё было приключение грандиознее, чем я могла себе представить...				
(Sighs) I really do miss my body.	(Вздыхает) Я очень скучаю по своему телу.				
(Sighs) Tourists!	(Вздыхает) Туристы!				
(Slurps) The threads unravel too quickly!	(Хлюпает) Нити распутываются слишком быстро!				
(Snoring)	(Храпит)				
(Sobbing)	(Рыдает)				
(Wailing)	(Стенает)				
... And the time of the Molgrim begins anew.	... И время молгримов начинается вновь.				
... Beautiful!	... Прекрасно!				
... Forever!	... Навсегда!				
... Grinning and many-legged.	... Скалящиеся и многоногие.				
... I don’t think I was meant to carry this flame.	... Не думаю, что мне суждено было нести это пламя.				
... It was the face of this whole town!	... Это было лицо всего города!				
... It’s just a match.	... Это всего лишь спичка.				
... Jammed!	... Заклинило!				
... Just don’t believe everything the half-dead say.	... Просто не верь всему, что говорят полумёртвые.				
... Not until I remember the song.	... Не раньше, чем я вспомню песню.				
... While I had it, I didn’t know what to do with it,	... Пока оно было у меня, я не знал, что с ним делать,				
... and you will be loved, and forgotten.	... и ты будешь любим, и забыт.				
... but the Dark Itself stole her stars,	... но Сама Тьма украла её звёзды,				
...and in the dark she had dreams of her own.	...и во тьме у неё были собственные мечты.				
...and in the dark she had dreams of her own.	...и во тьме у неё были собственные мечты.				
...and then be a Somebody again? Man.	...а потом снова стать Тело-веком? Ох, моя голова...				
...into his hollow creation.	...внутрь полого творения своего.				
...so the Craftsman escaped...	...Ремесленник сбежал...				
180 cm	180 см				
3D-Scan Artist	Художник по 3D-Сканированию				
???	???				
???	???				
???	???				
???	???				
???	???				
???	???				
???	???				
???	???				
???	???				
???	???				
???	???				
???	???				
???	???				
???	???				
???	???				
???	???				
???	???				
A Craftsman	Ремесленник				
A Key	Ключ				
A Key	Ключ				
A Somebody and its flame… albeit a small one.	Тело-век и его пламя... пусть и малое.				
A Somebody and its flame… albeit a small one.	Тело-век и его пламя... пусть и малое.				
A Somebody approaches Nobodyville?!	Тело-век приближается к Безтеловиллю?!				
A Wretched Gut Feeling	Мерзостное нутряное предчувствие				
A boatsman went out into a foggy lake to find peace.	Лодочник отправился на туманное озеро в поисках покоя.				
A body… What happened to its head?	Тело... Что случилось с его головой?				
A break through icy clouds, and the shameful stories	Прорывом сквозь ледяные облака, и постыдные истории.				
A death mask, forged from the mother’s fate. It has something to tell, and a Ragdoll could help it speak…	Посмертная маска, выкованная из судьбы матери. Ей есть что рассказать, и Тряпичный человек мог бы помочь ей заговорить...				
A friend in need is a friend indeed, and friendship can come in the most unusual forms…	Друг познаётся в беде, и дружба может принимать самые необычные формы...				
A good head, on a pair of healthy, strong shoulders,	Хорошая голова на паре здоровых, крепких плеч,				
A head… What happened to its body?	Голова... Что случилось с её телом?				
A house of fire...	Дом огня...				
A key fit for Headmasters, headstrong heroes, and town gates.	Ключ, подходящий для Главноголовов, твердоголовых героев и городских ворот.				
A key in the dark	Ключ во тьме				
A little bird whispered that the ol’ man wants his song back.	Маленькая птичка прошептала, что старик хочет вернуть свою песню.				
A lonesome Ragdoll with his mask.	Одинокий Тряпичный человек со своей маской.				
A map of the mining town of Coalhaven, such as it is.	Карта шахтёрского городка Углеград, такого, какой он есть.				
A mask of one of the three Somebodian conquerors. It longs to dance with the other two, by the dark pit.	Маска одного из трёх Тело-веческих завоевателей. Она жаждет станцевать с двумя другими у тёмной ямы.				
A mask of one of the three Somebodian conquerors. It longs to dance with the other two, by the dark pit.	Маска одного из трёх Тело-веческих завоевателей. Она жаждет станцевать с двумя другими у тёмной ямы.				
A mask of one of the three Somebodian conquerors. It longs to dance with the other two, by the dark pit.	Маска одного из трёх Тело-веческих завоевателей. Она жаждет станцевать с двумя другими у тёмной ямы.				
A mocking echo of the Two-legged Ones that were, the Ragdolls spring to life if given a mask.	Насмешливое эхо былых двуногих, Тряпичные люди оживают, если дать им маску.				
A nameless creature	Безымянное создание				
A presence that affects us all. We tried to trap it…  but to no avail.	Присутствие, которое влияет на всех нас. Мы пытались поймать её... но тщетно.				
A presence that affects us all. We tried to trap it…  but to no avail.	Присутствие, которое влияет на всех нас. Мы пытались поймать её... но тщетно.				
A purpose lost.	Утраченная цель.				
A shard of Potboy	Осколок Горшочка				
A singing head! (Hisses)	Поющую голову! (Шипит)				
A sketch depicting the history of the Molgrims and the attack of the Somebodies.	Эскиз, изображающий историю Молгримов и нападение Тело-веков.				
A spark had once again been lit.	Искра была вновь зажжена.				
A stone’s throw away lay some strange masks. The Murkle followed her instincts and put the masks back on.	В двух шагах лежали странные маски. Мёркл последовала своим инстинктам и надела маски обратно.				
A storied meal indeed! Moonbird thanks you for feeding her	Воистину легендарная трапеза! Лунокрыл благодарит тебя за угощение				
A storm is coming...	Грядёт буря...				
A story to be savored, to be sure… (Slurps)	История, которую стоит смаковать, несомненно... (Хлюпает)				
A symbiosis most reasonable, don’t you agree?	Весьма разумный симбиоз, не находишь?				
A terrible void, where all your nightmares come true…	Ужасная пустота, где все твои кошмары становятся явью...				
A thief...	Воровка...				
A time of peace would ensue, or so the Headlings thought...	Наступило бы время мира, по крайней мере, так думали Головлинги...				
A true story.	Правдивая история.				
A wanderer from a far away place, she knows no master and loves to dance in the dark.	Странница из далёких краёв, она не знает хозяина и любит танцевать во тьме.				
A warning from a Ragdoll.	Предупреждение от Тряпичного человека.				
A worn map of the Molgim Swamps, once used by the conquering Somebodies.	Потрёпанная карта Болот Молгримов, некогда использовавшаяся Тело-веками завоевателями.				
Aah-hah! Hngh...!	Аа-ха! Хнгх...!				
Aaron Sayed	Aaron Sayed				
Accessibility	Специальные возможности				
Accessibility	Специальные возможности				
Account Management	Управление Счетами				
Account Manager	Менеджер по Работе с Клиентами				
Acke Hallgren	Acke Hallgren				
Action Inputs	Назначение действий				
Additional Animation	Дополнительная Анимация				
Additional Clay Sculptors	Дополнительные Скульпторы по Глине				
Additional Environment Art	Дополнительное Оформление Окружения				
Additional Game Design	Дополнительный Геймдизайн				
Additional Programming	Дополнительное Программирование				
Adrian ?sling Sellius - Clarinet, Saxophone and Flute	Adrian ?sling Sellius - Кларнет, саксофон и флейта				
After a long while of following oversized snail-like tracks in the mud -	После долгого преследования гигантских улиткоподобных следов в грязи -				
After the end of the world	После конца света				
After the fire, most of their matches were gone, and with it their hope. The old man demanded justice, and Coalhaven followed.	После пожара большая часть их спичек была уничтожена, а вместе с ними — и их надежда. Старик потребовал справедливости, и Углеград подчинился.				
After years of searching for her son, the Weaver was convinced	После нескольких лет поисков своего сына, Ткачиха была убеждена				
Agnes H?gberg - Violin	Agnes H?gberg – Cкрипка				
Ahh but behold - a Craftsman!	Ах, узри — Ремесленник!				
Ahh!!	Аа!!				
Ahh...	Ахх...				
Ahh... no, it is most certainly night, or Moonbird’s hooting	Ааах... нет, сейчас определённо ночь, иначе уханье Лунокрыла				
Ain’t nothin’ gonna stop him now, looks like.	Похоже, теперь его ничто не остановит.				
Alexandra Dahlberg	Alexandra Dahlberg				
Alexandra Nilsson - Additional Cello	Alexandra Nilsson – Дополнительная Виолончель				
Alisa Faber	Alisa Faber				
All Darkness Vanishes	Вся Тьма исчезает				
All binding have been reset	Все назначения клавиш сброшены				
All darkness vanishes for those who keep fire in their heart.	Вся тьма рассеивается для тех, кто хранит огонь в своём сердце.				
All darkness vanishes for those who keep fire in their heart.	Вся тьма рассеивается для тех, кто хранит огонь в своём сердце.				
All darkness vanishes...	Вся тьма рассеивается...				
All darkness vanishes...	Вся тьма рассеивается...				
All darkness vanishes...	Вся тьма рассеивается...				
All in the name of some sort of control.	Всё во имя некоего подобия контроля.				
All of them dead like asked, yes, but the song...	Все они мертвы, как и требовалось, да, но песня...				
Alla sover	Alla sover (Все спят)				
Along the Walk she met the old Soulfisher with whom she’d shared many a teacup in her days.	Вдоль Тропы она встретила старого Ловца душ, с которым разделила не одну чашку чая в свои дни.				
Am I right?	Я прав?				
Amanda Alling Andr?n	Amanda Alling Andr?n				
Amets Zurbano Ramos	Amets Zurbano Ramos				
An old swamp saying.	Старая болотная поговорка.				
And I wish you the levity and grace…	И я желаю тебе лёгкости и изящества...				
And I’m feelin’ a song shakin’ in my boots…	И я чувствую, как песня дрожит в моих сапогах...				
And as the Heads roll, the time of the Molgrim begins anew...	И пока катятся Головы, время Молгрима начинается заново...				
And it just keeps on goin’, don’t it.	И это всё продолжается и продолжается, не так ли.				
And it just won’t come back - I don’t think it...	И оно просто не вернётся — я не думаю, что оно...				
And just maybe we'll be able to die-die, for real this time.	И, возможно, мы наконец сможем умереть по-настоящему, в этот раз навсегда.				
And now here I am... and I have been for some time now.	И вот я здесь... и пребываю уже некоторое время.				
And now there’s nothing.	И теперь ничего нет.				
And now there’s nothing.	И теперь ничего нет.				
And on you go, like a moth into the burning light…	И ты идёшь вперёд, словно мотылёк на обжигающий свет...				
And one day it had gotten big enough to start walking the long road.	И однажды оно выросло достаточно большим, чтобы отправиться в долгий путь.				
And salutations, Burnt One. Fancy meeting one of your kind here.	И приветствую тебя, Обожжённый. Вот уж не думал встретить одного из твоих здесь.				
And so it was,	Так и случилось,				
And so it was, that the Burnt One and a small flame, took a wander down the Midnight Walk.	И так случилось, что Обожжённый и маленькое пламя отправились блуждать по Полуночной Тропе.				
And so she woke with a yawn so big it could’ve devoured the sun.	И проснулась она с зевком столь огромным, что могла бы проглотить солнце.				
And so the thief began to steal matches, and lit them	И тогда воровка начала красть спички и зажигать их				
And the confusion grew further into panic when she was greeted,	И замешательство переросло в панику, когда её поприветствовали,				
And the dolls did come to life. They began to dance a haunting dance around her and,	И куклы ожили. Они начали танцевать жуткий танец вокруг неё и,				
And we exchange letters to this day.	И мы обмениваемся письмами по сей день.				
And we exchange letters to this day.	И мы обмениваемся письмами по сей день.				
And yet… with all that stuff, they didn’t	И всё же... со всем этим добром, они не				
And yet… with all that stuff, they didn’t	И всё же... со всем этим добром, они не				
Andreas Juliusson	Andreas Juliusson				
Andr? J?nsson	Andr? J?nsson				
And… I think I have a reward for you	И... кажется, у меня есть награда для тебя				
And… by the powers suddenly vested in me I will-- uh…	И... властью, внезапно данной мне, я... эм...				
Animations by	Анимации от				
Anne Westphal	Anne Westphal				
Another action is binded to the same button!	Другое действие уже привязано к этой кнопке!				
Another old swamp saying went:	Другая старая болотная поговорка гласила:				
Another was stolen by the greedy Moonbird up in the hilltops.	Ещё один был украден жадным Лунокрылом на вершинах холмов.				
Anthony Ingruber	Anthony Ingruber в ролях				
Anyway. I guess I’m sad... Sad and sorry.	В любом случае. Думаю, я опечалена... Опечалена и полна сожалений.				
Approaching the town, she was greeted by a crone:	Приближаясь к городу, она была встречена старухой:				
Argh, heads up!	Аргх, выше голову!				
Arms and legs?	Руки и ноги?				
Art Director	Арт-Директор				
As his fire went...	Когда иссяк его огонь...				
As it turned out, the whispering belonged to a pack of starving Crawlers,	Как оказалось, шёпот принадлежал стае голодных Ползунов,				
"As the Furnace died; one by one, so did we."	Когда Печь угасла, один за другим угасли и мы.				
As the dust settled and the Somebodies saw the destruction they had wrought, their heads knew what had to be done.	Когда пыль осела и Тело-веки увидели разрушения, которые они причинили, их головы поняли, что нужно сделать.				
As the fire of the world faded, so did the creatures of the woods go into deep slumber.	Как огонь мира угас, так и создания лесов погрузились в глубокую дрёму.				
As you’ve observed with your own head globes	Как ты заметил своими сферами в голове				
At least your head looks attached to its shoulders and	По крайней мере, твоя голова выглядит прикреплённой к плечам и				
Att sk?da himlen om natten	Att sk?da himlen om natten (Созерцать ночное небо)				
Audio	Аудио				
Audio	Аудио				
Audio Design Intern	Стажёр по Аудиодизайну				
Auntie Murkle	Тётушка Мёркл				
Auntie Murkle	Тётушка Мёркл				
Auntie Murkle's Bedtime Story echoes through space and time.	Сказка на ночь от Тётушки Мёркл эхом разносится сквозь пространство и время.				
Auntie Murkle’s Bedtime Story	Сказка на ночь от Тётушки Мёркл				
Avert your greedy gaze, the moving pictures are not for you!	Отведи свой жадный взор, движущиеся картинки не для тебя!				
Aw heck, it ain’t my place	Ох, чёрт, не моё это дело				
Aye, it's true...	Да, так и есть...				
Back	Назад				
Back	Назад				
Back	Назад				
Back	Назад				
Back from a little swamp detour, eh?	Вернулся с небольшой болотной прогулки, а?				
Back home on her hill, memories of the Murkle’s many encounters along the way came circling back into her mind.	Вернувшись на свой родной холм, воспоминания о многочисленных встречах на пути затанцевали в сознании Мёркл причудливым хороводом.				
Barely escaping the gnashing teeth of the Molgrim, she managed to escape by jumping into a lake,	Едва избежав клацающих зубов Молгрима, ей удалось спастись, прыгнув в озеро,				
Be wary of the Dark Itself. It's full of ideas…	Остерегайся Самой Тьмы. Она полна идей...				
Because I knew the truth about the monster in the woods...	Потому что я знала правду о чудовище в лесу...				
Before she knew it the little Murkle - lost and tired - came to stand before the Dark Itself,	Не успела она опомниться, как маленькая Мёркл — потерянная и уставшая — оказалась перед Самой Тьмой,				
Before the big project, there was the dream. The dream held all the answers.	До великого замысла был сон. Сон хранил все ответы.				
Behind and behind and...	За гранью и за гранью и...				
Behind and behind and...	За гранью и за гранью и...				
Bengin Bayrak	Bengin Bayrak				
Beware the Grinner	Остерегайся Оскальника				
Beware!<cf>All previous game progression will be lost.	Внимание!<cf>Весь предыдущий игровой прогресс будет потерян.				
Beware!<cf>Previous game progression will be lost, except for collectables.	Внимание!<cf>Предыдущий игровой прогресс будет потерян, кроме коллекционных предметов.				
Big project, no spark.	Великий замысел, нет искры.				
Big project, no spark...	Великий замысел, нет искры…				
Bin Su	Bin Su				
Birds of the Dark, everywhere!	Птицы Тьмы, повсюду!				
Bodies are scary! No offense.	Тела пугают! Без обид.				
Bodies are scary...	Тела пугают...				
Bodies rule! Full of fire!	Тела правят! Полны огня!				
Body	Тело				
Bony hands reached out from all around her, trying to grab her…	Костлявые руки тянулись к ней со всех сторон, пытаясь схватить её...				
"Born anew each time the sun dies, the Moonbird feeds on the flickering flame of hope and tragedy; a hunger which can never be sated."	"Рождаясь заново каждый раз, когда умирает солнце, Лунокрыл питается мерцающим пламенем надежды и трагедии; голод, который невозможно утолить."				
Break with your boots, take with your hands!	Ломайте сапогами, забирайте руками!				
Brian Herring	Brian Herring в роли				
Bring fire to the story…	Принеси огонь в историю...				
Bring three masks to three Ragdolls - and the shard will show itself. Close your eyes and listen for them...	Принеси три маски трём Тряпичным Людям — и осколок явит себя. Закрой глаза и прислушайся к ним...				
Brother Interactive Pvt. LTD.	Brother Interactive Pvt. LTD.				
Brothers and sisters, hunt down the thief!	Братья и сёстры, выследите воровку!				
Burn	Зажечь				
Burn	Зажечь				
Burn them for what they did.	Сожгите их за то, что они сделали.				
Burn!	Гори!				
Burn!	Жги!				
Burnt One and little Flame. Will you help me?	Обожжённый и маленькое Пламя. Поможете ли вы мне?				
Burnt One, small Flame. I am grateful,	Обожжённый, малое Пламя. Я благодарен,				
Burnt One, wherever you end up this long night	Обожжённый, где бы ты ни оказался этой долгой ночью				
Business Development Director	Директор по Развитию Бизнеса				
But I dropped it in the woods, that horrible night.	Но я выронил её в лесу, той ужасной ночью.				
But I just think he’s lost like the rest of us...	Но я думаю, что он просто заблудился, как и все мы...				
But a thief stole all our matches, wasted them in greed you see…	Но воровка украла все наши спички, растратив их в жадности, понимаешь...				
But before we perished, the Dark Itself moved	Но прежде, чем мы погибли, Сама Тьма вселилась				
"But it didn’t matter how much they bathed in its light; they craved more."	"Но не имело значения, сколько они купались в его свете; они жаждали большего."				
But it is weak.	Но он слаб.				
But most of all	Но сильней всего их тянет				
But one can rest assured that it is always there, watching	Но можно быть уверенным, что она всегда там, наблюдает				
But she could sing! This town’s not much without fire, no...	Но она могла петь! Этот город не многого стоит без огня, нет...				
But so is the bitter cold that has taken hold over Nobodyville.	Но таков и пронизывающий холод, окутавший Безтеловилль.				
But the Dark Itself isn’t any 'thing'.	"Но Сама Тьма не является ""вещью""."				
But the Dark Itself isn’t any 'thing'.	"Но Сама Тьма не является ""вещью""."				
But the Makers in their foresight had put the sun far, far away	Но Создатели в своей предусмотрительности поместили солнце далеко-далеко				
But the Somebodies	Но Тело-веки				
But the face wormed itself out of his mind’s eye and, instead	Но лицо выползло из его мысленного взора и, вместо этого				
But the heads only grunted and rolled away, back to the safety of their huts.	Но головы лишь недовольно буркнули и откатились прочь, обратно в свои безопасные хижины.				
But the joke’s on her!	Но шутка обернулась против неё!				
But the joke’s on her! Because I knew the truth	Но шутка обернулась против неё! Потому что я знала правду				
But there are only so many matches in this world, and one day they’ll run out	Но в этом мире лишь ограниченное количество спичек, и однажды они закончатся				
By a lonesome shack in an out-of-the-way part of Coalhaven, the Old Man sits and waits. He can be heard humming a lullaby - a prayer for forgiveness.	У одинокой лачуги в отдалённой части Углеграда сидит и ждёт Старик. Можно услышать, как он напевает колыбельную — молитву о прощении.				
By now you must have learned:	Теперь ты наверняка усвоил:				
By the side of the road laid three peculiar faceless and person-sized dolls, wrapped in muddy bandages.	На обочине дороги лежали три причудливые безликие куклы человеческого размера, обёрнутые грязными бинтами.				
